case_id,repetition,io_ms,upload_ms,read_wall_ms,direct
smol360-001719,1,0.826316,0.336279,1.234409,True
smol360-001719,2,0.843347,0.344284,1.252292,True
smol360-001720,0,0.923387,0.35808999999999996,1.393336,True
smol360-001720,1,0.860248,0.340156,1.281497,True
smol360-001720,2,0.859007,0.332262,1.297506,True
smol360-001721,0,1.008597,0.351297,1.454901,True
smol360-001721,1,0.929468,0.35286,1.365314,True
smol360-001721,2,0.9579310000000001,0.35834,1.41694,True
smol360-001722,0,0.471912,0.125364,0.675383,True
smol360-001722,1,0.4653,0.12899100000000002,0.66303,True
smol360-001722,2,0.480178,0.13452099999999997,0.684611,True
smol360-001723,0,0.459669,0.15590199999999999,0.736828,True
smol360-001723,1,0.512829,0.130393,0.749321,True
smol360-001723,2,0.41518700000000003,0.132217,0.621702,True
smol360-001724,0,0.746236,0.150922,0.985623,True
smol360-001724,1,0.678218,0.117069,0.867753,True
smol360-001724,2,0.6502060000000001,0.113423,0.806709,True
smol360-001725,0,0.422851,0.133249,0.628536,True
smol360-001725,1,0.43122699999999997,0.127408,0.631681,True
smol360-001725,2,0.39403699999999997,0.131206,0.590685,True
smol360-001726,0,0.48979500000000004,0.12898099999999998,0.69509,True
smol360-001726,1,0.534319,0.134973,0.748038,True
smol360-001726,2,0.495477,0.133971,0.713214,True
smol360-001727,0,0.547264,0.123151,0.726569,True
smol360-001727,1,0.5174880000000001,0.125625,0.703425,True
smol360-001727,2,0.524752,0.131737,0.723103,True
smol360-001728,0,0.611082,0.122199,0.814003,True
smol360-001728,1,0.596365,0.125465,0.776853,True
smol360-001728,2,0.5935,0.132147,0.782153,True
smol360-001729,0,0.818241,0.285344,1.2941,True
smol360-001729,1,0.814884,0.262211,1.254155,True
smol360-001729,2,0.786672,0.235681,1.150551,True
smol360-001730,0,0.754732,0.25172100000000003,1.097453,True
smol360-001730,1,0.6706449999999999,0.235361,0.990683,True
smol360-001730,2,0.674211,0.235821,0.985924,True
smol360-001731,0,0.9837899999999999,0.253204,1.364913,True
smol360-001731,1,1.033803,0.245679,1.382094,True
smol360-001731,2,0.9355399999999999,0.271327,1.330849,True
smol360-001732,0,0.672427,0.22353800000000001,0.977849,True
smol360-001732,1,0.758358,0.249056,1.100548,True
smol360-001732,2,0.6642530000000001,0.242414,1.000511,True
smol360-001733,0,0.762135,0.233156,1.062868,True
smol360-001733,1,0.741456,0.23577099999999998,1.040005,True
smol360-001733,2,0.760171,0.232966,1.060523,True
smol360-001734,0,0.7399640000000001,0.225321,1.091772,True
smol360-001734,1,0.745915,0.281747,1.151874,True
smol360-001734,2,0.74281,0.232765,1.096841,True
smol360-001735,0,0.805457,0.228607,1.106229,True
smol360-001735,1,0.838017,0.243074,1.147135,True
smol360-001735,2,0.766083,0.24172200000000002,1.098995,True
smol360-001736,0,1.10117,0.376895,1.596966,True
smol360-001736,1,0.959254,0.31016000000000005,1.384499,True
smol360-001736,2,1.032902,0.311132,1.423422,True
smol360-001737,0,0.9448970000000001,0.364512,1.442328,True
smol360-001737,1,0.8604890000000001,0.369431,1.346648,True
smol360-001737,2,1.086973,0.372607,1.595334,True
smol360-001738,0,0.85548,0.351788,1.296064,True
smol360-001738,1,0.8740950000000001,0.40091000000000004,1.415127,True
smol360-001738,2,0.901005,0.321682,1.370163,True
smol360-001739,0,0.8889729999999999,0.366436,1.370172,True
smol360-001739,1,0.912997,0.363379,1.409556,True
smol360-001739,2,0.894703,0.360794,1.378328,True
smol360-001740,0,0.882049,0.361116,1.369511,True
smol360-001740,1,0.864908,0.366035,1.399016,True
smol360-001740,2,0.938355,0.35935199999999995,1.466032,True
smol360-001741,0,0.843588,0.349654,1.294941,True
smol360-001741,1,0.8436480000000001,0.343873,1.305501,True
smol360-001741,2,0.86065,0.347881,1.287037,True
smol360-001742,0,0.9521710000000001,0.36848899999999996,1.447067,True
smol360-001742,1,0.875919,0.358931,1.349384,True
smol360-001742,2,0.9393859999999999,0.370624,1.455122,True
smol360-001743,0,0.60913,0.13156600000000002,0.806138,True
smol360-001743,1,0.5188010000000001,0.131576,0.72195,True
smol360-001743,2,0.5085810000000001,0.127499,0.714587,True
smol360-001744,0,0.390521,0.124653,0.575957,True
smol360-001744,1,0.436527,0.13280799999999998,0.636049,True
smol360-001744,2,0.435124,0.141735,0.659493,True
smol360-001745,0,0.562001,0.118081,0.744954,True
smol360-001745,1,0.532375,0.115275,0.70017,True
smol360-001745,2,0.516255,0.119854,0.684992,True
smol360-001746,0,0.445543,0.124673,0.66824,True
smol360-001746,1,0.43813,0.11743899999999999,0.619509,True
smol360-001746,2,0.41350400000000004,0.114705,0.580886,True
smol360-001747,0,0.566429,0.129242,0.773346,True
smol360-001747,1,0.570918,0.122309,0.757527,True
smol360-001747,2,0.63071,0.127478,0.817018,True
smol360-001748,0,0.571529,0.132017,0.784838,True
smol360-001748,1,0.5295700000000001,0.132889,0.741296,True
smol360-001748,2,0.544018,0.15091200000000002,0.774699,True
smol360-001749,0,0.589572,0.132147,0.808382,True
smol360-001749,1,0.625199,0.13123500000000002,0.83402,True
smol360-001749,2,0.6097509999999999,0.14000100000000001,0.836053,True
smol360-001750,0,0.728723,0.261399,1.093616,True
smol360-001750,1,0.7884650000000001,0.276697,1.199774,True
smol360-001750,2,0.829331,0.248034,1.188522,True
smol360-001751,0,0.80765,0.246271,1.2403,True
smol360-001751,1,0.721309,0.2512,1.1231,True
smol360-001751,2,0.730476,0.248745,1.138149,True
smol360-001752,0,1.073628,0.262741,1.45442,True
smol360-001752,1,0.977879,0.237254,1.319669,True
smol360-001752,2,0.9734210000000001,0.254446,1.328845,True
smol360-001753,0,0.626501,0.255448,1.011681,True
smol360-001753,1,0.6750929999999999,0.267801,1.093014,True
smol360-001753,2,0.666336,0.239218,1.044664,True
smol360-001754,0,0.6997089999999999,0.255658,1.072176,True
smol360-001754,1,0.677106,0.246511,1.016511,True
smol360-001754,2,0.68931,0.24326499999999998,1.017723,True
smol360-001755,0,0.768137,0.237003,1.131636,True
smol360-001755,1,0.6770259999999999,0.231423,0.987286,True
smol360-001755,2,0.669122,0.237414,0.978971,True
smol360-001756,0,0.759771,0.210323,1.046808,True
smol360-001756,1,0.7649900000000001,0.25776299999999996,1.093125,True
smol360-001756,2,0.796279,0.238887,1.121597,True
smol360-001757,0,1.030837,0.365944,1.570848,True
smol360-001757,1,0.932625,0.349373,1.381554,True
smol360-001757,2,0.968802,0.35852,1.419515,True
smol360-001758,0,0.917547,0.31953699999999996,1.374861,True
smol360-001758,1,0.949817,0.36396100000000003,1.432299,True
smol360-001758,2,0.887971,0.370012,1.378808,True
smol360-001759,0,1.325188,0.393526,1.870559,True
smol360-001759,1,1.23481,0.392895,1.789707,True
smol360-001759,2,1.150271,0.39976799999999996,1.739814,True
smol360-001760,0,0.869066,0.392294,1.43297,True
smol360-001760,1,0.966357,0.356908,1.456795,True
smol360-001760,2,0.960287,0.355956,1.44382,True
smol360-001761,0,0.8188110000000001,0.370092,1.352399,True
smol360-001761,1,0.8834829999999999,0.356346,1.377637,True
smol360-001761,2,0.8778210000000001,0.356987,1.360094,True
smol360-001762,0,0.911796,0.35009500000000005,1.365363,True
smol360-001762,1,0.828249,0.34690899999999997,1.267931,True
smol360-001762,2,0.7980929999999999,0.334215,1.192881,True
smol360-001763,0,0.868544,0.342721,1.281366,True
smol360-001763,1,0.811648,0.33672,1.21947,True
smol360-001763,2,0.8861570000000001,0.307224,1.249807,True
smol360-001764,0,0.367818,0.060262,0.495647,True
smol360-001764,1,0.276767,0.056506,0.381162,True
smol360-001764,2,0.354873,0.073908,0.477614,True
smol360-001765,0,0.36334,0.0531,0.458267,True
smol360-001765,1,0.430095,0.054382,0.519792,True
smol360-001765,2,0.356627,0.049472999999999996,0.44369,True
smol360-001766,0,0.352489,0.049222,0.439782,True
smol360-001766,1,0.389579,0.06417,0.5025,True
smol360-001766,2,0.396993,0.050585,0.499625,True
smol360-001767,0,0.347891,0.06459000000000001,0.466432,True
smol360-001767,1,0.27287,0.069881,0.417311,True
smol360-001767,2,0.254707,0.058109,0.367167,True
smol360-001768,0,0.444972,0.062085999999999995,0.576057,True
smol360-001768,1,0.352419,0.061125,0.469407,True
smol360-001768,2,0.405137,0.06527200000000001,0.529841,True
smol360-001769,0,0.483124,0.062948,0.601806,True
smol360-001769,1,0.430385,0.06697499999999999,0.555318,True
smol360-001769,2,0.40632,0.062908,0.530162,True
smol360-001770,0,0.46473899999999996,0.057978999999999996,0.576388,True
smol360-001770,1,0.463246,0.060082,0.574805,True
smol360-001770,2,0.473917,0.061505000000000004,0.589443,True
smol360-001771,0,0.39057,0.09468800000000001,0.534129,True
smol360-001771,1,0.379981,0.09736199999999999,0.524881,True
smol360-001771,2,0.366596,0.097072,0.509523,True
smol360-001772,0,0.537755,0.11076699999999999,0.728583,True
smol360-001772,1,0.535241,0.101049,0.712672,True
smol360-001772,2,0.437017,0.0858,0.570567,True
smol360-001773,0,0.552353,0.090319,0.685753,True
smol360-001773,1,0.509393,0.098314,0.657881,True
smol360-001773,2,0.549468,0.097702,0.701091,True
smol360-001774,0,0.39134199999999997,0.094106,0.53428,True
smol360-001774,1,0.39005900000000004,0.095148,0.534169,True
smol360-001774,2,0.34782,0.094476,0.489625,True
smol360-001775,0,0.505526,0.099566,0.659844,True
smol360-001775,1,0.40951600000000005,0.09859399999999999,0.56684,True
smol360-001775,2,0.47046,0.09609999999999999,0.619288,True
smol360-001776,0,0.481971,0.105908,0.65752,True
smol360-001776,1,0.533698,0.120445,0.73247,True
smol360-001776,2,0.476471,0.098494,0.645728,True
smol360-001777,0,0.564446,0.10395399999999999,0.736928,True
smol360-001777,1,0.5421739999999999,0.098414,0.70027,True
smol360-001777,2,0.52416,0.094227,0.678328,True
smol360-001778,0,0.50217,0.13249799999999998,0.687235,True
smol360-001778,1,0.49166899999999997,0.130243,0.669031,True
smol360-001778,2,0.49562599999999996,0.136876,0.683418,True
smol360-001779,0,0.473576,0.126407,0.64172,True
smol360-001779,1,0.47881599999999996,0.1341,0.659373,True
smol360-001779,2,0.521365,0.16047999999999998,0.758138,True
smol360-001780,0,0.7153379999999999,0.12615600000000002,0.89847,True
smol360-001780,1,0.690352,0.137567,0.880758,True
smol360-001780,2,0.632302,0.13047399999999998,0.816177,True
smol360-001781,0,0.45999,0.139661,0.660375,True
smol360-001781,1,0.48671,0.13936099999999998,0.676344,True
smol360-001781,2,0.462926,0.141024,0.660104,True
smol360-001782,0,0.558194,0.14086400000000002,0.760322,True
smol360-001782,1,0.474327,0.132928,0.667929,True
smol360-001782,2,0.660385,0.142787,0.856672,True
smol360-001783,0,0.533768,0.155621,0.778726,True
smol360-001783,1,0.5712079999999999,0.14389,0.79088,True
smol360-001783,2,0.511106,0.135393,0.71134,True
smol360-001784,0,1.183884,0.15865600000000002,1.42183,True
smol360-001784,1,0.6064339999999999,0.157023,0.877931,True
smol360-001784,2,0.7959579999999999,0.147807,1.043271,True
smol360-001785,0,0.180277,0.064922,0.322183,True
smol360-001785,1,0.191779,0.038362,0.305251,True
smol360-001785,2,0.157945,0.039524000000000004,0.249226,True
smol360-001786,0,0.154469,0.02674,0.226193,True
smol360-001786,1,0.157194,0.050143,0.270826,True
smol360-001786,2,0.18162999999999999,0.043963,0.292557,True
smol360-001787,0,0.325179,0.046637,0.424544,True
smol360-001787,1,0.173043,0.024255,0.241301,True
smol360-001787,2,0.184886,0.039854,0.27285,True
smol360-001788,0,0.248013,0.038452,0.349684,True
smol360-001788,1,0.238175,0.039003,0.339495,True
smol360-001788,2,0.21351900000000001,0.03228,0.297335,True
smol360-001789,0,0.27954199999999996,0.038171,0.37426,True
smol360-001789,1,0.305882,0.039194,0.404577,True
smol360-001789,2,0.299751,0.039273,0.399607,True
smol360-001790,0,0.32645100000000005,0.035997999999999995,0.414456,True
smol360-001790,1,0.359131,0.045255000000000004,0.464118,True
smol360-001790,2,0.390741,0.047880000000000006,0.51304,True
smol360-001791,0,0.386673,0.044924,0.493694,True
smol360-001791,1,0.36361,0.043561,0.47567,True
smol360-001791,2,0.434112,0.043762,0.538458,True
smol360-001792,0,0.246711,0.036458,0.324527,True
smol360-001792,1,0.232936,0.047999,0.327262,True
smol360-001792,2,0.236452,0.03748,0.322513,True
smol360-001793,0,0.232004,0.059341,0.345396,True
smol360-001793,1,0.24765299999999998,0.052046999999999996,0.370383,True
smol360-001793,2,0.24053,0.050224,0.347871,True
smol360-001794,0,0.31781400000000004,0.057597999999999996,0.427309,True
smol360-001794,1,0.21906,0.046357,0.319988,True
smol360-001794,2,0.24187299999999998,0.044634,0.335668,True
smol360-001795,0,0.270546,0.05321,0.393736,True
smol360-001795,1,0.266628,0.055303,0.379019,True
smol360-001795,2,0.266839,0.055213,0.383176,True
smol360-001796,0,0.29391,0.044442999999999996,0.386533,True
smol360-001796,1,0.296675,0.05331,0.403525,True
smol360-001796,2,0.309419,0.047649000000000004,0.417481,True
smol360-001797,0,0.386853,0.050424,0.500316,True
smol360-001797,1,0.357308,0.052067999999999996,0.468206,True
smol360-001797,2,0.361706,0.049383,0.469959,True
smol360-001798,0,0.5928490000000001,0.04778,0.697354,True
smol360-001798,1,0.43665699999999996,0.047639,0.536153,True
smol360-001798,2,0.47061000000000003,0.047278,0.568954,True
smol360-001799,0,0.276697,0.063228,0.388156,True
smol360-001799,1,0.287788,0.055574,0.39608,True
smol360-001799,2,0.26959500000000003,0.056456000000000006,0.372627,True
smol360-001800,0,0.31769400000000003,0.051406,0.410668,True
smol360-001800,1,0.30200499999999997,0.05652600000000001,0.425385,True
smol360-001800,2,0.31868599999999997,0.06261699999999999,0.433611,True
smol360-001801,0,0.287418,0.051015,0.380541,True
smol360-001801,1,0.317062,0.056095,0.413533,True
smol360-001801,2,0.329757,0.073798,0.458748,True
smol360-001802,0,0.254546,0.061475,0.376855,True
smol360-001802,1,0.280695,0.073047,0.410227,True
smol360-001802,2,0.291585,0.060924,0.437237,True
smol360-001803,0,0.359242,0.073087,0.500607,True
smol360-001803,1,0.345657,0.063639,0.498121,True
smol360-001803,2,0.357328,0.06398899999999999,0.479837,True
smol360-001804,0,0.485939,0.05888,0.600533,True
smol360-001804,1,0.501207,0.05901,0.608989,True
smol360-001804,2,0.48483699999999996,0.062447,0.599251,True
smol360-001805,0,0.553014,0.064621,0.677877,True
smol360-001805,1,0.5128189999999999,0.059361,0.630319,True
smol360-001805,2,0.49694900000000003,0.059521,0.605392,True
smol360-001806,0,0.146944,0.027031,0.218208,True
smol360-001806,1,0.148959,0.024676,0.213169,True
smol360-001806,2,0.247092,0.024454999999999998,0.308056,True
smol360-001807,0,0.150181,0.023965,0.211386,True
smol360-001807,1,0.15003999999999998,0.023544,0.209091,True
smol360-001807,2,0.16300499999999998,0.026018999999999997,0.22452,True
smol360-001808,0,0.153447,0.024155000000000003,0.213359,True
smol360-001808,1,0.143157,0.024336,0.201958,True
smol360-001808,2,0.17749199999999998,0.048381,0.275916,True
smol360-001809,0,0.26763,0.036228,0.362127,True
smol360-001809,1,0.25175,0.030527000000000002,0.328976,True
smol360-001809,2,0.302396,0.040896,0.395299,True
smol360-001810,0,0.301113,0.046036,0.408203,True
smol360-001810,1,0.276247,0.032902,0.366285,True
smol360-001810,2,0.302065,0.034364,0.382656,True
smol360-001811,0,0.443199,0.043470999999999996,0.540551,True
smol360-001811,1,0.34173899999999996,0.03767,0.439812,True
smol360-001811,2,0.344324,0.038813,0.446665,True
smol360-001812,0,0.354272,0.031298,0.441716,True
smol360-001812,1,0.420877,0.029696,0.495667,True
smol360-001812,2,0.365293,0.038782,0.453318,True
smol360-001813,0,0.20812899999999998,0.061024999999999996,0.319538,True
smol360-001813,1,0.227616,0.040786,0.321701,True
smol360-001813,2,0.26789100000000005,0.057707999999999995,0.378237,True
smol360-001814,0,0.204783,0.052798000000000005,0.3316,True
smol360-001814,1,0.21771700000000002,0.040455,0.317324,True
smol360-001814,2,0.214822,0.039293999999999996,0.295292,True
smol360-001815,0,0.218469,0.039884,0.30491,True
smol360-001815,1,0.217838,0.040867,0.305501,True
smol360-001815,2,0.221464,0.040616,0.300803,True
smol360-001816,0,0.233536,0.060093,0.353341,True
smol360-001816,1,0.27791000000000005,0.059562,0.415246,True
smol360-001816,2,0.313526,0.059992,0.446475,True
smol360-001817,0,0.362428,0.046297,0.474938,True
smol360-001817,1,0.37031200000000003,0.070241,0.505306,True
smol360-001817,2,0.284101,0.050384,0.405879,True
smol360-001818,0,0.38355700000000004,0.052638,0.492441,True
smol360-001818,1,0.5099440000000001,0.047279,0.616132,True
smol360-001818,2,0.5261950000000001,0.050314,0.63109,True
smol360-001819,0,0.442938,0.046527,0.552243,True
smol360-001819,1,0.45884800000000003,0.05318,0.567441,True
smol360-001819,2,0.544969,0.046898,0.64687,True
smol360-001820,0,0.382425,0.057957999999999996,0.485588,True
smol360-001820,1,0.312114,0.065843,0.434372,True
smol360-001820,2,0.319959,0.06932899999999999,0.454219,True
smol360-001821,0,0.43836,0.065633,0.562743,True
smol360-001821,1,0.392935,0.056015,0.508962,True
smol360-001821,2,0.378548,0.055994,0.487532,True
smol360-001822,0,0.32047899999999996,0.057758000000000004,0.414766,True
smol360-001822,1,0.319808,0.07115300000000001,0.440373,True
smol360-001822,2,0.330187,0.050234,0.43317,True
smol360-001823,0,0.311573,0.073117,0.446966,True
smol360-001823,1,0.354323,0.058359,0.469288,True
smol360-001823,2,0.250459,0.072125,0.372546,True
smol360-001824,0,0.425606,0.062116,0.541553,True
smol360-001824,1,0.43397199999999997,0.060854,0.549748,True
smol360-001824,2,0.44120499999999996,0.073878,0.56682,True
smol360-001825,0,0.502139,0.061355,0.615752,True
smol360-001825,1,0.36765800000000004,0.06547199999999999,0.490538,True
smol360-001825,2,0.50789,0.06958,0.642783,True
smol360-001826,0,0.605062,0.054402,0.720868,True
smol360-001826,1,0.578502,0.057387,0.70033,True
smol360-001826,2,0.5935,0.061756,0.70574,True
smol360-001827,0,0.479757,0.054482,0.585596,True
smol360-001827,1,0.282449,0.066364,0.402362,True
smol360-001827,2,0.441976,0.056415999999999994,0.551001,True
smol360-001828,0,0.42706900000000003,0.055404,0.528518,True
smol360-001828,1,0.392595,0.055604,0.495907,True
smol360-001828,2,0.27777999999999997,0.049944,0.371865,True
smol360-001829,0,0.355174,0.050624,0.44384,True
smol360-001829,1,0.255258,0.049753,0.343362,True
smol360-001829,2,0.466582,0.063689,0.582349,True
smol360-001830,0,0.42680799999999997,0.057908,0.53988,True
smol360-001830,1,0.277039,0.054280999999999996,0.37996,True
smol360-001830,2,0.333063,0.052217,0.431156,True
smol360-001831,0,0.400248,0.071885,0.529961,True
smol360-001831,1,0.40567899999999996,0.066955,0.54553,True
smol360-001831,2,0.401772,0.061084000000000006,0.525503,True
smol360-001832,0,0.44164600000000004,0.06336800000000001,0.567321,True
smol360-001832,1,0.403445,0.057317,0.517408,True
smol360-001832,2,0.425656,0.061104,0.539779,True
smol360-001833,0,0.47203300000000004,0.06442,0.591496,True
smol360-001833,1,0.461964,0.060412999999999994,0.581086,True
smol360-001833,2,0.494565,0.063669,0.617224,True
smol360-001834,0,0.53992,0.110176,0.776372,True
smol360-001834,1,0.421899,0.09722199999999999,0.588661,True
smol360-001834,2,0.455993,0.08574,0.591847,True
smol360-001835,0,0.468466,0.09094,0.605523,True
smol360-001835,1,0.452737,0.08873600000000001,0.581177,True
smol360-001835,2,0.469678,0.09497799999999999,0.608057,True
smol360-001836,0,0.576548,0.09079000000000001,0.719817,True
smol360-001836,1,0.562412,0.088125,0.697414,True
smol360-001836,2,0.574655,0.099105,0.722521,True
smol360-001837,0,0.396091,0.098574,0.555348,True
smol360-001837,1,0.424854,0.097282,0.576819,True
smol360-001837,2,0.36125599999999997,0.10326300000000001,0.524552,True
smol360-001838,0,0.578211,0.102612,0.75378,True
smol360-001838,1,0.435604,0.08978799999999999,0.584574,True
smol360-001838,2,0.492732,0.09000799999999999,0.651579,True
smol360-001839,0,0.485387,0.105017,0.656257,True
smol360-001839,1,0.507569,0.130865,0.716981,True
smol360-001839,2,0.476582,0.110727,0.656378,True
smol360-001840,0,0.548436,0.10665000000000001,0.730486,True
smol360-001840,1,0.5440069999999999,0.096831,0.706992,True
smol360-001840,2,0.5228379999999999,0.095518,0.670905,True
smol360-001841,0,0.5405209999999999,0.16427799999999998,0.799094,True
smol360-001841,1,0.580847,0.161341,0.86076,True
smol360-001841,2,0.567381,0.138339,0.811548,True
smol360-001842,0,0.485137,0.136846,0.685612,True
smol360-001842,1,0.48024900000000004,0.132658,0.675894,True
smol360-001842,2,0.48255200000000004,0.13601400000000002,0.670664,True
smol360-001843,0,0.733562,0.128971,0.932895,True
smol360-001843,1,0.700049,0.134031,0.882019,True
smol360-001843,2,0.714998,0.148708,0.921644,True
smol360-001844,0,0.57175,0.16433799999999998,0.831014,True
smol360-001844,1,0.5621309999999999,0.17125,0.858956,True
smol360-001844,2,0.503201,0.16588,0.807189,True
smol360-001845,0,0.666697,0.159218,0.911866,True
smol360-001845,1,0.679732,0.163306,0.952621,True
smol360-001845,2,0.510555,0.153377,0.772334,True
smol360-001846,0,0.570157,0.16043000000000002,0.838117,True
smol360-001846,1,0.522356,0.152566,0.757176,True
smol360-001846,2,0.5524439999999999,0.163727,0.794606,True
smol360-001847,0,0.740444,0.16054,1.000791,True
smol360-001847,1,3.393427,0.218008,3.779469,True
smol360-001847,2,0.689068,0.14977000000000001,0.983329,True
smol360-001848,0,0.578321,0.125825,0.761053,True
smol360-001848,1,0.461443,0.11916299999999999,0.630619,True
smol360-001848,2,0.453739,0.119122,0.623736,True
smol360-001849,0,0.37635399999999997,0.1128,0.532416,True
smol360-001849,1,0.515554,0.131957,0.702725,True
smol360-001849,2,0.45259699999999997,0.123982,0.651038,True
smol360-001850,0,0.607887,0.107602,0.762136,True
smol360-001850,1,0.623105,0.11119799999999999,0.774419,True
smol360-001850,2,0.565046,0.127879,0.750053,True
smol360-001851,0,0.45264699999999997,0.123481,0.644175,True
smol360-001851,1,0.42037599999999997,0.122509,0.595353,True
smol360-001851,2,0.416569,0.118862,0.58797,True
smol360-001852,0,0.5382870000000001,0.11926300000000001,0.706602,True
smol360-001852,1,0.573412,0.144821,0.784968,True
smol360-001852,2,0.564236,0.125595,0.762436,True
smol360-001853,0,0.606795,0.132297,0.822768,True
smol360-001853,1,0.5837019999999999,0.140934,0.810726,True
smol360-001853,2,0.601365,0.119614,0.796841,True
smol360-001854,0,0.6278339999999999,0.125044,0.813201,True
smol360-001854,1,0.6540130000000001,0.119624,0.826496,True
smol360-001854,2,0.600383,0.123872,0.773186,True
smol360-001855,0,0.7543909999999999,0.238667,1.062106,True
smol360-001855,1,0.78559,0.22905799999999998,1.06955,True
smol360-001855,2,0.767405,0.239708,1.06373,True
smol360-001856,0,0.6421209999999999,0.2194,0.940058,True
smol360-001856,1,0.644034,0.231854,0.968341,True
smol360-001856,2,0.659293,0.22424000000000002,0.960897,True
smol360-001857,0,1.0504339999999999,0.250989,1.39051,True
smol360-001857,1,0.90327,0.234007,1.216586,True
smol360-001857,2,0.913629,0.225271,1.213519,True
smol360-001858,0,0.646259,0.233888,0.952512,True
smol360-001858,1,0.6265620000000001,0.235591,0.924779,True
smol360-001858,2,0.688658,0.244939,1.010801,True
smol360-001859,0,0.672538,0.21695599999999998,0.957571,True
smol360-001859,1,0.691162,0.23517,1.011672,True
smol360-001859,2,0.722631,0.243365,1.05845,True
smol360-001860,0,0.728893,0.233226,1.057368,True
smol360-001860,1,0.6611760000000001,0.22853800000000002,0.955217,True
smol360-001860,2,0.7096979999999999,0.23263499999999998,1.002054,True
smol360-001861,0,0.822348,0.249496,1.182161,True
smol360-001861,1,0.7840159999999999,0.21167599999999998,1.081002,True
smol360-001861,2,0.801299,0.215764,1.076874,True
smol360-001862,0,0.901205,0.345637,1.325979,True
smol360-001862,1,0.895054,0.352399,1.322123,True
smol360-001862,2,0.908198,0.343302,1.321522,True
smol360-001863,0,0.958613,0.348422,1.392425,True
smol360-001863,1,0.936581,0.401852,1.466713,True
smol360-001863,2,0.880958,0.318786,1.327563,True
smol360-001864,0,1.1240219999999999,0.364161,1.607005,True
smol360-001864,1,1.2849929999999998,0.35489299999999996,1.75921,True
smol360-001864,2,1.3961620000000001,0.33548700000000004,1.833259,True
smol360-001865,0,0.947191,0.346207,1.377115,True
smol360-001865,1,0.976956,0.360664,1.43832,True
smol360-001865,2,0.9502569999999999,0.36376,1.438501,True
smol360-001866,0,0.906636,0.348341,1.337472,True
smol360-001866,1,0.900043,0.345216,1.328865,True
smol360-001866,2,0.820254,0.34539600000000004,1.242653,True
smol360-001867,0,0.966488,0.400619,1.536182,True
smol360-001867,1,1.075531,0.386353,1.659745,True
smol360-001867,2,1.002054,0.340066,1.485248,True
smol360-001868,0,0.8915080000000001,0.34274099999999996,1.303318,True
smol360-001868,1,0.927705,0.337592,1.332061,True
smol360-001868,2,0.899572,0.337181,1.292737,True
smol360-001869,0,0.5953630000000001,0.136906,0.831946,True
smol360-001869,1,0.599641,0.122499,0.784498,True
smol360-001869,2,0.481772,0.11415399999999999,0.651067,True
smol360-001870,0,0.44927999999999996,0.133079,0.669722,True
smol360-001870,1,0.458517,0.131586,0.655445,True
smol360-001870,2,0.469187,0.114464,0.634226,True
smol360-001871,0,0.706471,0.13893,0.916965,True
smol360-001871,1,0.676485,0.153307,0.944055,True
smol360-001871,2,0.6027680000000001,0.11771,0.829241,True
smol360-001872,0,0.463477,0.131156,0.664452,True
smol360-001872,1,0.432519,0.129382,0.638715,True
smol360-001872,2,0.46494,0.14903899999999998,0.699217,True
smol360-001873,0,0.547895,0.111639,0.716661,True
smol360-001873,1,0.6068150000000001,0.14729499999999998,0.820164,True
smol360-001873,2,0.605001,0.151263,0.857955,True
smol360-001874,0,0.613147,0.14083299999999999,0.820024,True
smol360-001874,1,0.626101,0.12308100000000001,0.811538,True
smol360-001874,2,0.5303519999999999,0.12098600000000001,0.705069,True
smol360-001875,0,0.631421,0.12297,0.808442,True
smol360-001875,1,0.600643,0.13644499999999998,0.79626,True
smol360-001875,2,0.653061,0.14622300000000002,0.885396,True
smol360-001876,0,0.7541599999999999,0.252733,1.112821,True
smol360-001876,1,0.7734869999999999,0.225682,1.088445,True
smol360-001876,2,0.831545,0.21774700000000002,1.123692,True
smol360-001877,0,0.673049,0.23788499999999999,1.001613,True
smol360-001877,1,0.660716,0.23545,0.966497,True
smol360-001877,2,0.669672,0.238095,0.963392,True
smol360-001878,0,1.029295,0.278661,1.44904,True
smol360-001878,1,1.017072,0.203,1.306002,True
smol360-001878,2,1.014717,0.221625,1.311102,True
smol360-001879,0,0.703886,0.248685,1.041107,True
smol360-001879,1,0.6691309999999999,0.216715,0.947923,True
smol360-001879,2,0.707503,0.231653,1.068248,True
smol360-001880,0,0.6953210000000001,0.226744,1.011872,True
smol360-001880,1,0.699017,0.23013,0.991384,True
smol360-001880,2,0.731368,0.253444,1.06383,True
smol360-001881,0,0.743721,0.247162,1.104234,True
smol360-001881,1,0.680373,0.206436,0.960166,True
smol360-001881,2,0.69526,0.211355,0.966248,True
smol360-001882,0,0.75422,0.22944900000000001,1.065563,True
smol360-001882,1,0.7420180000000001,0.236763,1.045496,True
smol360-001882,2,0.7448830000000001,0.25676,1.068067,True
smol360-001883,0,0.866681,0.351267,1.299681,True
smol360-001883,1,0.93043,0.360545,1.393315,True
smol360-001883,2,0.896427,0.40023899999999996,1.435625,True
smol360-001884,0,0.96214,0.35542399999999996,1.414496,True
smol360-001884,1,0.868684,0.34673899999999996,1.306273,True
smol360-001884,2,0.850712,0.344655,1.274854,True
smol360-001885,0,1.282168,0.352509,1.739042,True
smol360-001885,1,1.3334439999999999,0.383728,1.869456,True
